nomCru	country_label	subregion_label	area_label	label	millesime	volume	date_achat	prix	cote	quantite_courante	quantite_achat	garde_min	garde_max	garde_optimum	suggestion	comment	lieu_achat	canal_vente
Marcel Deiss - Vendanges Tardives	France	Alsace et Lorraine	Alsace Riesling	blanc moëlleux	2012	75 cl	2019-11-10	43	43	1	2	5	20	10	Vendange après déclaration préalable écrite à l?INAO, 8 jours avant la date prévue de récolte :. - Chaptalisation interdite. - Vendange manuelle obligatoire. - Indication du millésime et du cépage. - Contrôle des volumes	40 à 60 g de sucre résiduel. Vin élégant, aux fines notes de citron confit, d'amandes fraiches et de pêches blanches. Bouche suave et veloutée,. . 	Bergheim, au domaine	En direct du producteur
Marie Stuart	France	Champagne	Champagne	blanc effervescent	2005	75 cl	2006-11-24	12	12	0	1	2	10	0				Non défini
Marie Therèse Chappaz - assemblage blanc	Suisse	Valais	Fully	blanc	2021	75 cl	2022-11-20	42	42	2	6	1	5	1			Fully chez la vigneronne	En direct du producteur
Marie Therèse Chappaz - au fil des treilles	Suisse	Valais	Fully	blanc	2021	75 cl	2022-11-20	28	28	0	3	1	5	1			Fully chez la vigneronne	En direct du producteur
Marie Therèse Chappaz - Ermitage	Suisse	Valais	Fully	blanc	2021	75 cl	2022-11-20	65	65	1	1	1	15	1		à garder 10 ans avant d'ouvrir	Fully chez la vigneronne	En direct du producteur
Marie Therèse Chappaz - Fendant Coteaux de Plamont	Suisse	Valais	Valais	blanc	2021	75 cl	2022-05-28	26	26	1	1	1	5	1			Fully, en direct chez MT Chappaz	En direct du producteur
Marie-Thérèse Chappaz - Dôle de la Liaudisaz	Suisse	Valais	Fully	rouge	2021	75 cl	2022-05-28	26	26	1	3	1	5	1			en direct de MT Chappaz	En direct du producteur
Marie-Thérèse Chappaz - Grain Arvine - La Louye	Suisse	Valais	Fully	blanc	2020	75 cl	2022-05-28	42	42	0	1	1	5	1			En direct de MT Chappaz	En direct du producteur
Marie-Thérèse Chappaz - Grain Noble Petite Arvine et Marsanne Blanche	Suisse	Valais	Fully	blanc liquoreux	2005	75 cl	2009-10-07	47	47	0	1	1	25	0		Lavinia Genève.		Non défini
Marie-Thérèse Chappaz - Grain Pinot Les Dahrres	Suisse	Valais	Fully	rouge	2021	75 cl	2022-05-28	38	38	2	3	1	5	1			en direct de MT Chappaz	En direct du producteur
Martinelle	France	Vallée du Rhône	Côtes du Ventoux ou Ventoux	rouge	2008	75 cl	2009-12-15	0	0	0	1	1	5	1		un nez frais, riche de baies sauvages et d'abricotiers en fleur caractérisent le nez.; la bouche est un festival de fruits noirs, de mures et de prune, enveloppés dans des tannins accrocheurs.		Cadeau
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	rouge	2000	75 cl	2015-02-16	0	0	0	1	1	20	15			offert par Pierre Tatzber	Cadeau
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	rouge	2013	75 cl	2015-06-12	30	30	0	3	7	15	10			par Yann Cena	Achat sur Internet
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	blanc	2014	75 cl	2015-11-22	19	19	0	3	1	15	1		primeurs réglé 168.45 Euros 3 blancs et 6 rouges, livrés	primeurs avec Pierre Tatzber	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	rouge	2014	75 cl	2015-11-22	19	19	0	6	8	20	10		primeurs réglé 168.45 Euros 3 blancs et 6 rouges, livrés	commandé au domaine en primeur	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	rouge	2015	75 cl	2016-10-24	19.5	22	3	12	1	15	10		via Pierre Tatzber - payé	Achats en primeur	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	rouge	2016	1,5 l	2018-08-11	46	46	3	3	3	10	3			en primeur par Pierre	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	rouge	2016	75 cl	2018-08-11	22	22	6	6	1	10	1			en primeur par Pierre	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	blanc	2018	75 cl	2019-03-02	23.43	23.43	0	3	1	2	1			primeurs Avec Pierre Tatzber	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	rouge	2017	75 cl	2019-03-02	23.43	23.43	2	3	1	15	1			primeurs Avec Pierre Tatzber	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	blanc	2017	75 cl	2022-11-18	0	0	4	4	1	10	1			Racheté à Pierre avant son déménagement 	En direct du producteur
Mas de Daumas Gassac	France	Languedoc-Roussillon	Vin de Pays de l'Hérault	blanc	2019	75 cl	2022-11-18	0	0	1	2	1	2	1			Racheté à Pierre avant son déménagement 	En direct du producteur
Mas de la Seranne - Les Griottiers	France	Languedoc-Roussillon	Côteaux du Languedoc	rouge	2022	75 cl	2025-10-30	0	0	1	1	2	5	2			Offert par les Guibé	Cadeau
Mas des Flauzières	France	Vallée du Rhône	Gigondas	rouge	2004	75 cl	2016-08-21	0	0	0	1	4	10	4		à boire rapidement	Offert par Laurent et Dominique	Non défini
Maurice et Anne-Marie Chapuis	France	Bourgogne	Corton-Charlemagne	blanc	2017	75 cl	2021-10-30	99	99	0	3	4	7	4	Attendre 2024 2025 pour qu'il s'affiine	Homard, poisson noble sauce citronnée etc.	Caveau Aloxe Corton	Caviste
Mercier - Brut	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2009-10-18	19.46	19.46	0	2	2	10	0		Carrefour Market		Non défini
Merlot Sedlàk Výb?r z Hrozn?	République Tchèque	Moravie	Moravie	rouge	2022	75 cl	2025-08-16	0	0	1	1	1	5	1			Offert par Michal et Lucie, août 2025	Cadeau
Mestre Père et Fils	France	Bourgogne	Santenay	rouge	2011	75 cl	2014-03-14	13	13	0	3	3	7	3		en apéro, vif, pas trop marquant, ou avec des plats simples et pas trop marqués	Santenay	En direct du producteur
Mestre Père et Fils - 1er cru Clos Faubard	France	Bourgogne	Santenay	rouge	2009	75 cl	2014-03-14	23	23	0	3	6	10	6		plus un vin pour du gibier. N'évoluera plus (positivement) après 2015	Santenay	En direct du producteur
Mestre Père et Fils - 1er Cru Gravières	France	Bourgogne	Santenay	rouge	2009	75 cl	2014-03-14	23	23	0	3	4	8	5		n'évoluera plus positivement ou presque. Déjà à maturité en 2014	Santenay	Non défini
Mestre Père et Fils - Chassagne-Montrachet	France	Bourgogne	Chassagne-Montrachet	blanc	2012	75 cl	2014-03-14	25	25	0	3	4	12	6			Santenay	Enchères en ligne
Mestre Père et Fils - Chassagne-Montrachet	France	Bourgogne	Chassagne-Montrachet	blanc	2004	75 cl	2014-03-14	25	25	0	3	4	12	6			Santenay	Enchères en ligne
Mestre Père et Fils - Tonton Marcel 1er cru Monopole	France	Bourgogne	Chassagne-Montrachet	blanc	1997	75 cl	2014-03-14	50	50	0	1	3	18	15		pour les 18 ans de Rémi !	Santenay	En direct du producteur
Mestre Père et Fils - Tonton Marcel 1er cru Monopole	France	Bourgogne	Chassagne-Montrachet	blanc	2010	75 cl	2014-03-14	39	39	0	2	10	18	10		attendre au moins les 10 ans	Santenay	En direct du producteur
Mestre Père et Fils - Tonton Marcel 1er cru Monopole	France	Bourgogne	Chassagne-Montrachet	blanc	2014	75 cl	2019-03-02	30	30	0	1	3	8	3			renvoyé en remplacement du 2010 ouvert dans le frigo/cave	Non défini
Michel Chapoutier	France	Vallée du Rhône	Saint Joseph	blanc	2007	75 cl	2010-09-12	13.35	13.35	0	3	1	5	1			FAV Auchan 2010	Grande surface
Michel Chapoutier - De l'Orée	France	Vallée du Rhône	Hermitage	blanc	2015	75 cl	2019-04-07	0	280	1	1	4	25	15		à boire plutôt entre 10 et 15 ans	offert par Nicolas et Alex pour mes 50 ans	Cadeau
Michel Chapoutier - Les Granilites	France	Vallée du Rhône	Saint Joseph	rouge	2018	75 cl	2020-12-25	0	0	1	1	3	8	5			offert par Nina; Noël 2020	Non défini
Michel Sarrazin et Fils - Sous la Roche	France	Bourgogne	Givry	rouge	2006	75 cl	2009-05-24	0	0	0	1	3	8	0		Offert par Sam et Manu		Non défini
Monin - Brut de rouge	France	Savoie, Dauphiné et Bugey	Vin du Bugey	rouge effervescent	-0	75 cl	2008-05-11	6.5	6.5	0	3	2	5	0	servir frais avec une tarte aux fruits	très particulier dû au cépage Mondeuse peu habituel dans ce type de vin.		Non défini
Monin - Chardonnay Serrane	France	Savoie, Dauphiné et Bugey	Vin du Bugey	blanc	2006	75 cl	2008-05-11	4.3	4.7	0	6	2	4	0	Il s'associe volontiers aux carpes des Dombes, fruits de mer, poissons en sauce, cuisses de grenouilles, poulets de Bresse à la crème, etc.	Vin frais, équilibré, rond et parfumé, le Chardonnay est à boire jeune pour en apprécier tout le fruité. 		Non défini
Monin - Mondeuse Griots	France	Savoie, Dauphiné et Bugey	Vin du Bugey	rouge	2005	75 cl	2008-05-11	5.4	5.4	0	5	3	12	0	Idéale pour accompagner les gibiers et les fromages de caractère, elle convient aussi pour les viandes rouges cuisinées, les cèpes, etc.	Elle donne un vin rouge solide, tannique, apte au vieillissement, et étonnamment fruité. D'un rouge profond aux reflets violacés, ses arômes sont ceux de petits fruits des bois mais évoluent aussi sur des notes plus complexes.		Non défini
Monin - Pinot rosé	France	Savoie, Dauphiné et Bugey	Vin du Bugey	rosé	2007	75 cl	2008-05-11	4.2	4.2	0	4	1	2	0	Il s'associe avec bonheur aux fritures et aux viandes blanches, mais saura aussi se montrer agréable avec les crudités, salades, barbecue, etc.	De par son cépage, le Pinot donne un rosé plus corsé que le Gamay, mais aussi plus fin, aux arômes subtils.		Non défini
Monin - Roséphine	France	Savoie, Dauphiné et Bugey	Vin du Bugey	rosé effervescent	2006	75 cl	2008-05-11	6.5	6.5	0	3	2	5	0	servir en apéritif ou avec un dessert	Faiblement alcoolisé (8,5°), servir très frais (6°).		Non défini
Morasinsi - Macerato	Italie	Pouilles	Puglia	orange	2019	75 cl	2021-07-18	0	14.5	0	1	1	5	1			Par Michel Giannelli	Cadeau
Moulin du Taurou	France	Languedoc-Roussillon	Saint Chinian	rouge	2007	75 cl	2008-10-06	4.95	4.95	0	3	3	7	0		FAV Champion		Non défini
Muhlberger, Gewurztraminer Vendange Tardive	France	Alsace et Lorraine	Alsace Gewurztraminer	blanc liquoreux	2001	75 cl	2003-09-10	0	0	0	1	2	10	0				Non défini
Mumm - RSRV Cuvée 4.5	France	Champagne	Champagne Grand Cru	blanc effervescent	2014	75 cl	2021-12-18	49	49	0	3	2	10	2		prix port inclus	Vente à la propriété	Achat sur Internet
Mumm - RSRV Cuvée 4.5	France	Champagne	Champagne Grand Cru	blanc effervescent	-0	75 cl	2023-08-17	40	40	2	3	2	10	2			Vàlap	Achat sur Internet
Mumm - RSRV Cuvée blanc de blanc	France	Champagne	Champagne Grand Cru	blanc effervescent	2015	75 cl	2023-08-17	50	50	1	6	2	10	2			Vàlap	Achat sur Internet
Mundelsheim	Allemagne	Württemberg	Württemberg	rouge	2009	75 cl	2011-02-08	0	0	0	1	1	5	1	avec des grillades, un peu comme un rosé	Offert par Eric	Cadeau Eric	Cadeau
Neronet Exclusive	République Tchèque	Moravie	Moravie	rouge	2006	75 cl	2011-01-21	6	6	0	1	1	5	1		petit producteur - viande, fromage	Prague	Caviste
Neronet Exclusive	République Tchèque	Moravie	Moravie	rouge	2007	75 cl	2011-02-27	0	0	0	1	1	5	1		Offert Par Tomas	Tomas	Cadeau
Nicolas Joly - Clos de la Coulée de Serrant	France	Vallée de la Loire	Savennières	blanc	2016	75 cl	2018-11-19	65	65	2	3	10	15	10			1jour1vin	Achat sur Internet
Nicolas Joly - Les Vieux Clos	France	Vallée de la Loire	Savennières	blanc	2016	75 cl	2018-11-19	29.9	29.9	2	3	4	15	4			1jour1vin	Achat sur Internet
Noster	Espagne	Catalogne	Priorato	rouge	2007	75 cl	2011-09-24	7.95	7.95	0	3	1	5	1				Non défini
Nuiton Beaunoy - Marsannay	France	Bourgogne	Marsannay	rouge	2022	75 cl	2024-09-27	25.1	25.1	2	3	3	10	3			Nuiton Beaunois, Beaune	En direct du producteur
Nuiton-Beaunoy Monthélie 1er cru	France	Bourgogne	Monthélie	rouge	2022	75 cl	2024-09-27	27.05	27.05	3	3	3	15	3			Nuiton-Beaunoy Beaune	En direct du producteur
Nuits Saint Georges 1er Cru - Marcel Heritage	France	Bourgogne	Nuits Saint Georges	rouge	2022	75 cl	2024-09-27	60	60	3	3	4	20	4			Domaine Armelle et Bernard Rion	En direct du producteur
Nuits Saint Georges 1er Cru - Marcel Heritage	France	Bourgogne	Nuits Saint Georges	rouge	2021	75 cl	2024-09-27	60	60	3	3	4	20	4			Domaine Armelle et Bernard Rion	En direct du producteur
Olivier Leflaive	France	Bourgogne	Volnay	rouge	2011	75 cl	2015-11-01	28	28	0	6	3	10	3	Les Volnay sont des vins féminins. Evoluants sur une palette aromatique allant des fruits rouges à violette, leur rondeur les rend très séduisants, que les tanins soient onctueux ou plus durs. C'est un vin racé, élégant et grand représentant de la Côte de Beaune.. Idéal avec les volailles rôties ou laquées, les gibiers à plumes, rôtis ou en civet, le couscous ou le tajine à la viande et à la volaille, les fromages aux saveurs affirmées.. 17-19°C	Ensemble d'achats de raisins dans des lieux-dits différents et complémentaires (Echards, Grands Champs, Poisots, Famines), assemblés directement dans les cuves de vinification.. La terre de Volnay est plus légère et caillouteuse que celle de son voisin &quot;Pommard&quot; et produit des vins élégants et fruités.	Chez Olivier Leflaive, Puligny	En direct du producteur
Olivier Leflaive	France	Bourgogne	Saint Aubin	blanc	2011	75 cl	2015-11-01	22	22	0	3	2	5	4	Idéal avec les poissons à texture ferme et les crustacés vapeur ou grillés, un filet de volaille à la chair serrée.. . Ensemble de parcelles installées sur des pentes douces où le calcaire affleure très souvent, seul la vigne peut y prospérer. Nous assemblons dans ce vin des lieux dits comme Les Pucelles, Vermarain, Jorcul, Le Banc. Style de vin un peu ferme dans sa jeunesse.	Silex, fleur d'oranger, puis avec l'âge arômes de cannelle et pâte d'amande. Un vin complexe et racé.	Chez Olivier Leflaive, Puligny	En direct du producteur
Olivier Leflaive - 1er Cru Champ Gain	France	Bourgogne	Puligny-Montrachet	blanc	2010	75 cl	2015-11-01	53	53	0	3	3	12	8	Idéal avec le saumon frais, les écrevisses à la crème, les coquilles Saint Jacques aux cèpes.. 12-14°C	Un classique de la maison: nez sur les épices, pêche blanche, toast beurré. La bouche est de belle matière offrant un grain fin et de belle longueur.	Chez Olivier Leflaive, Puligny	En direct du producteur
Olivier Leflaive - 1er Cru Les Referts	France	Bourgogne	Puligny-Montrachet	blanc	2010	75 cl	2015-11-01	54	54	0	3	3	12	8			Chez Olivier Leflaive, Puligny	En direct du producteur
Olivier Leflaive - Les Tillets	France	Bourgogne	Meursault	blanc	2011	75 cl	2015-11-01	36	36	0	3	3	8	7	Idéal avec les poissons grillés (sole meunière) ou en sauce, les viandes blanches grillées ou en sauce, les gratins, les légumes verts et le fromage de chèvre.Foies gras,homard, langoute grillés, poissons grillés poelés, poissons sauce crémée, volailles	Arôme puissant de citron. Bonne attaque en bouche. Lumineux et vibrant. Vin minéral, aux arômes d'agrume avec une belle et longue finale.	Chez Olivier Leflaive, Puligny	En direct du producteur
Pata Negra - Gran Reserva	Espagne	Castille La Manche	Valdepeñas	rouge	2005	75 cl	2014-08-19	0	0	0	1	5	15	5			offert par Vincent Ribeaud	Cadeau
Patrick Richard Brut	France	Champagne	Champagne	blanc effervescent	2010	75 cl	2011-11-12	12.5	12.5	0	2	1	5	1		par C et JC	Fontaine sur Bar	En direct du producteur
Paul Jaboulet Aîné - La Petite Chapelle	France	Vallée du Rhône	Hermitage	rouge	2014	75 cl	2019-06-02	0	41	0	1	4	20	4			Offert par Gibbs	Cadeau
Paul Jaboulet Aîné - La Petite Chapelle	France	Vallée du Rhône	Hermitage	rouge	2012	75 cl	2019-10-30	43	43	0	3	4	20	4			Vivino	Achat sur Internet
Paul-Marcel Valloton - Fendant	Suisse	Valais	Bovernier	blanc	2016	75 cl	2018-08-16	0	0	0	1	1	5	1			Offert par Eric	Cadeau
Paul-Marcel Valloton - pinot noir	Suisse	Valais	Bovernier	rouge	2014	75 cl	2018-08-16	0	0	1	1	1	5	1			Offert par Eric 	Cadeau
Peter Lehmann - Mudflat Shiraz	Australie	Australie Méridionale	Barossa Valley	rouge	2003	75 cl	2009-03-26	0	19	0	1	3	8	0	Aged cheddar. Pink lamb chops. Rib roast of beef. Roast lamb rack. Osso bucco. Braised oxtail	Assemblage original de la Syrah avec un cépage blanc, la Muscadelle. Les raisins sont pressés ensemble et le tout est vinifié comme un rouge standard. . Va très bien avec les grillades.		Non défini
Petit Haut Lafitte	France	Bordeaux	Pessac-Léognan	blanc	2023	75 cl	2024-06-21	39	39	6	6	2	12	2			Primeurs 2023 ventealapropriete	Achat sur Internet
Philippe Gonet - Blanc de blancs Signature	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2013-01-21	24	24	0	1	2	4	2		à boire avant 2017	idealwine	Achat sur Internet
Philipponnat - Grand Blanc	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2023-01-26	55.5	55.5	0	2	2	10	2			le clos privé.com	Achat sur Internet
Philipponnat - Royale Réserve - Non Dosée	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2023-01-26	38	38	0	2	2	10	2			le clos privé.com	Achat sur Internet
Philipponnat - Royale Réserve Brut	France	Champagne	Champagne	blanc effervescent	-0	75 cl	2023-01-26	37.5	37.5	0	2	2	10	2			le clos privé.com	Achat sur Internet
Pierre Boniface - Sublimation Fleur d'Ancolie	France	Savoie, Dauphiné et Bugey	Vin de Savoie Chignin-Bergeron	blanc	2006	75 cl	2007-09-13	7.95	7.95	0	2	1	10	0				Non défini
Pierre Chanau	France	Vallée du Rhône	Châteauneuf du Pape	rouge	2004	75 cl	2007-02-15	9.75	9.75	0	3	3	10	0		Acheté à Auchan à la foire aux vins		Non défini
Piétri-Géraud - Cuvée Joseph Géraud	France	Languedoc-Roussillon	Banyuls	vin doux naturel	1999	75 cl	2008-10-30	13	13	0	2	7	20	0	Chocolat !!!	Vignerons indépendants Lyon		Non défini
Plaisir solidaire	France	Autre région	Vin de Table - Vin de France	rouge	2022	1,5 l	2025-05-11	0	0	1	1	1	10	1			Offert par le domaine Pibarnon	Cadeau
Ponte Lungo - Curioso	Italie	Toscane	Toscane	rouge	2015	75 cl	2017-11-07	9.7	9.7	0	6	1	10	5		apparemment très bien noté (98/100 par Luca Maroni), à vérifier vu le prix ça se tente...	Vivino	Achat sur Internet
Pouleau Ponavoy	France	Bourgogne	Bourgogne Grand Ordinaire	rosé	2005	75 cl	2007-04-04	4	4	0	6	1	2	0				Non défini
Pouleau Ponavoy - 1er cru les Perrières	France	Bourgogne	Saint Aubin	rouge	2004	75 cl	2007-04-04	9	9	0	9	4	8	0				Non défini
Pouleau Ponavoy Vieilles vignes	France	Bourgogne	Bourgogne Hautes Côtes de Beaune	rouge	2004	75 cl	2007-04-04	6	6	0	6	3	10	0		buvable dès 2007 et jusqu'à 2010		Non défini
Prieuré Saint Jean de Bébian	France	Languedoc-Roussillon	Côteaux du Languedoc	rouge	2000	75 cl	2008-08-02	20	20	0	2	2	12	0		sur wine and co, par Franck		Non défini
Producteurs Plaimont, Saint Albert	France	Sud-Ouest	Pacherenc du Vic Bilh	blanc moëlleux	2010	75 cl	2012-01-01	0	10	0	1	5	12	5		Acheté chez Nicolas	Cadeau de noël 2011 parents	Cadeau
Quintessence de Mangot	France	Bordeaux	Saint Emilion Grand Cru	rouge	2010	75 cl	2018-01-05	36	36	1	3	4	25	4		déjà buvable mais peut attendre	par Franck	En direct du producteur
Racines Bentrock Vineyard Blanc	Etats-Unis	Californie	Santa Rita Hills	blanc	2020	75 cl	2025-04-13	0	0	0	1	1	18	12	Servez-le à une température de 11°C dans de beaux verres à Bourgogne blanc, un carafage énergique en jeunesse de 30/45 minutes lui permettra de développer tout son potentiel.. Ceviche de dorade, jus de citron vert, graines de sésame.. . 	Un vin saisissant qui capture parfaitement l'essence de ce terroir accidenté à flanc de coteau à l'ouest de l'appellation sur le Santa Rosa Corridor.	Offert par Michel Giannelli	Cadeau
Rapitala - I Templi - Nero d'Avola	Italie	Sicile	Sicile	rouge	2018	75 cl	2021-02-13	0	0	0	1	1	5	1			Offert par serge	Cadeau
